_RAJ2000,_DEJ2000,RAhms,DEdms,pc,HIP_2,HD_2,mag,B-V,eB-V,plx,eplx,Ref_plx,Mv,category,MK,Ref_SpT,BCv_2,Mbol,log(L/Lsun),Habex,HIP_2a,L-A,L-B,Hab,SR1,SR3,lists_2,logR'HK,RefR'HK,kms,RefVsini,Msun,SpT,HIP_2b,Teff,HD_2a,notes,K,eTeff,ref_Teff,BCv_2a,cms,elog(g),ref_logg,Sun,e[Fe/H],ref_FeH,Rsun,Solar Twin?,N(<6500K),N(vsini),N(F7-K9),lists_2a,Sample,Name,solRad
344.10022,-31.565567,22 56 23.83,-31 33 54.6,7.608,HIP_113283_,HD_216803_,6.48,1.094,0.006,131.438,0.0856,GaiaDR2,7.07,Sun-like,K4Ve,1989ApJS...71..245K,-0.51,6.56,-0.729,26,HIP_113283_,1,1,2,0,0,4,-4.349,BoroSaikia18,2.6,Glebocki05,0.72,K4Ve,HIP_113283_,1,HD_216803_,active,4555,87,2004A&A...415.1153S,,4.53,0.26,2004A&A...415.1153S,-0.01,0.09,2004A&A...415.1153S,0.693,0,1,2,1,4,MUST,HIP_113283,0.809221899476192
271.36368,2.5000994,18 05 27.21,+02 30 08.8,5.123,HIP_88601_,HD_165341_,4.03,0.86,0.01,195.2166,0.1012,GaiaDR2,5.48,Sun-like,K0-V,1989ApJS...71..245K,-0.19,5.29,-0.221,_,HIP_88601_,1,1,0,0,0,2,-4.548,Baliunas96,3.7,Glebocki05,0.88,K0-V,HIP_88601_,0,HD_165341_,active,5394,79,2013ApJ...764...78R,,4.56,0.03,2013ApJ...764...78R,0.07,0.06,2013ApJ...764...78R,0.888,0,1,2,1,2,MUST,HIP_88601,0.755209817985267
133.14922,28.330818,08 52 36.13,+28 19 53.0,12.59,HIP_43587_,HD_75732_,5.96,0.869,0.012,79.4274,0.0777,GaiaDR2,5.46,Sun-like,K0IV-V,2003AJ....126.2048G,-0.19,5.27,-0.212,72,HIP_43587_,1,1,1,0,1,4,-4.991,Isaacson10,2.2,Glebocki05,0.95,K0IV-V,HIP_43587_,1,HD_75732_,quiet,5270,39,2012A&A...547A..13T,,4.31,0.11,2012A&A...547A..13T,0.31,0.01,2012A&A...547A..13T,0.94,0,1,2,1,4,MUST,HIP_43587,1.34297406958244
238.16893,42.45152,15 52 40.19,+42 27 00.0,15.832,HIP_77760_,HD_142373_,4.6,0.563,0.014,63.1627,0.149,GaiaDR2,3.6,Sun-like,G0V_Fe-0.8_CH-0.5,2003AJ....126.2048G,-0.065,3.54,0.481,109,HIP_77760_,1,1,1,0,0,3,-5.042,Baliunas96,3.4,Glebocki05,1.08,G0V_Fe-0.8_CH-0.5,HIP_77760_,1,HD_142373_,quiet,5776,20,2005PASJ...57...27T,,3.83,0.05,2005PASJ...57...27T,-0.51,0.02,2005PASJ...57...27T,1.738,0,1,2,1,3,MUST,HIP_77760,4.0557168518908
92.56031,-74.753044,06 10 14.20,-74 45 09.1,10.215,HIP_29271_,HD_43834_,5.08,0.714,0.015,97.8983,0.0719,GaiaDR2,5.03,Sun-like,G7V,2006AJ....132..161G,-0.125,4.91,-0.068,48,HIP_29271_,1,1,2,0,0,4,-4.94,Henry96,2.3,Glebocki05,0.96,G7V,HIP_29271_,1,HD_43834_,quiet,5569,40,2013ApJ...764...78R,,4.43,0.03,2013ApJ...764...78R,0.11,0.05,2013ApJ...764...78R,0.994,0,1,2,1,4,MUST,HIP_29271,1.01875001303093
246.00537,-39.19298,16 24 01.24,-39 11 34.8,12.908,HIP_80337_,HD_147513_,5.37,0.625,0.008,77.4716,0.1391,GaiaDR2,4.82,Sun-like,G1V_CH-0.4,2006AJ....132..161G,-0.075,4.74,0.0,76,HIP_80337_,1,1,1,0,0,3,-4.45,Saffe05,2.2,Glebocki05,1.07,G1V_CH-0.4,HIP_80337_,1,HD_147513_,active,5858,18,2008A&A...487..373S,,4.5,0.03,2008A&A...487..373S,0.03,0.01,2008A&A...487..373S,0.971,1,1,2,1,3,MUST,HIP_80337,0.867096887509786
222.84741,19.10046,14 51 23.28,+19 06 02.3,6.733,HIP_72659_,HD_131156_,4.54,0.72,0.015,148.5195,0.2436,GaiaDR2,5.4,Sun-like,G7V,2003AJ....126.2048G,-0.125,5.27,-0.214,_,HIP_72659_,1,1,0,0,0,2,-4.363,Baliunas96,3.5,Glebocki05,0.96,G7V,HIP_72659_,0,HD_131156_,active,5527,10,2005PASJ...57...27T,,4.6,0.02,2005PASJ...57...27T,-0.13,0.02,2005PASJ...57...27T,0.853,0,1,2,1,2,MUST,HIP_72659,0.688759539990568
191.24753,39.278915,12 44 59.68,+39 16 42.9,17.565,HIP_62207_,HD_110897_,5.95,0.557,0.013,56.9309,0.073,GaiaDR2,4.73,Sun-like,F9V_Fe-0.3,2003AJ....126.2048G,-0.05,4.68,0.025,_,HIP_62207_,1,1,0,0,0,2,-4.972,Isaacson10,1.8,Glebocki05,1.14,F9V_Fe-0.3,HIP_62207_,1,HD_110897_,quiet,5842,22,2005PASJ...57...27T,,4.33,0.05,2005PASJ...57...27T,-0.5,0.02,2005PASJ...57...27T,1.005,0,1,2,1,2,MUST,HIP_62207,1.28253027967027
53.232685,-9.458262,03 32 56.42,-09 27 29.9,3.216,HIP_16537_,HD_22049_,3.72,0.881,0.007,310.94,0.16,HIP2,6.18,Sun-like,K2V,1989ApJS...71..245K,-0.26,5.92,-0.473,2,HIP_16537_,1,1,2,1,1,6,-4.455,Baliunas96,1.9,Glebocki05,0.78,K2V,HIP_16537_,0,HD_22049_,active,5050,42,2014A&A...564A.133J,,4.6,0.03,2014A&A...564A.133J,-0.09,0.01,2014A&A...564A.133J,0.758,0,1,2,1,6,MUST,HIP_16537,0.688759539990568
249.08937,-2.3245835,16 36 21.18,-02 19 25.8,9.92,HIP_81300_,HD_149661_,5.77,0.827,0.012,100.8111,0.0788,GaiaDR2,5.79,Sun-like,K0V(k),2006AJ....132..161G,-0.19,5.6,-0.343,44,HIP_81300_,1,1,2,0,0,4,-4.583,Baliunas96,1.6,Glebocki05,0.87,K0V(k),HIP_81300_,1,HD_149661_,active,5248,38,2013ApJ...764...78R,,4.55,0.02,2013ApJ...764...78R,0.01,0.07,2013ApJ...764...78R,0.815,0,1,2,1,4,MUST,HIP_81300,0.772800914445948
128.21457,-31.500853,08 32 52.26,-31 30 09.7,12.182,HIP_41926_,HD_72673_,6.38,0.78,0.01,82.09,0.0294,GaiaDR2,5.95,Sun-like,K1V,1989ApJS...71..245K,-0.23,5.72,-0.393,68,HIP_41926_,1,1,1,0,0,3,-4.946,Isaacson10,1.8,Glebocki05,0.85,K1V,HIP_41926_,1,HD_72673_,quiet,5243,22,2008A&A...487..373S,,4.46,0.04,2008A&A...487..373S,-0.41,0.01,2008A&A...487..373S,0.771,0,1,2,1,3,MUST,HIP_41926,0.950752831098101
199.21272,17.017183,13 16 50.67,+17 01 04.1,10.985,HIP_64797_,HD_115404_,6.49,0.926,0.003,91.0325,0.0365,GaiaDR2,6.29,Sun-like,K2.5V(k),2003AJ....126.2048G,-0.315,5.97,-0.492,_,HIP_64797_,1,1,0,0,0,2,-4.48,Baliunas96,3.3,Glebocki05,0.76,K2.5V(k),HIP_64797_,1,HD_115404_,active,5081,65,2013ApJ...764...78R,,4.62,0.03,2013ApJ...764...78R,-0.16,0.06,2013ApJ...764...78R,0.732,0,1,2,1,2,MUST,HIP_64797,0.657760254242526
26.936811,63.8525,01 47 44.06,+63 51 11.2,10.043,HIP_8362_,HD_10780_,5.63,0.804,0.01,99.5746,0.0595,GaiaDR2,5.62,Sun-like,G9V,2003AJ....126.2048G,-0.16,5.46,-0.288,45,HIP_8362_,1,0,2,0,0,3,-4.681,Baliunas96,0.9,Glebocki05,0.9,G9V,HIP_8362_,1,HD_10780_,active,5354,67,2013ApJ...764...78R,,4.53,0.04,2013ApJ...764...78R,0.03,0.05,2013ApJ...764...78R,0.834,0,1,2,1,3,MUST,HIP_8362,0.809221899476192
32.60806,-50.823723,02 10 24.00,-50 49 31.1,10.787,HIP_10138_,HD_13445_,6.12,0.812,0.015,92.7042,0.0454,GaiaDR2,5.96,Sun-like,K1.5V,1989ApJS...71..245K,-0.245,5.71,-0.388,_,HIP_10138_,1,1,0,0,0,2,-4.74,Henry96,1.9,Glebocki05,0.82,K1.5V,HIP_10138_,1,HD_13445_,active,5217,37,2013ApJ...764...78R,,4.56,0.02,2013ApJ...764...78R,-0.23,0.05,2013ApJ...764...78R,0.783,0,1,2,1,2,MUST,HIP_10138,0.755209817985267
49.553413,-62.506363,03 18 11.14,-62 30 28.6,12.046,HIP_15371_,HD_20807_,5.24,0.6,0.009,83.0122,0.1888,GaiaDR2,4.84,Sun-like,G1V,1989ApJS...71..245K,-0.075,4.76,-0.008,66,HIP_15371_,1,1,1,0,0,3,-4.787,Henry96,2.7,Glebocki05,1.07,G1V,HIP_15371_,1,HD_20807_,slightly active,5852,49,2013ApJ...764...78R,,4.43,0.02,2013ApJ...764...78R,-0.25,0.05,2013ApJ...764...78R,0.964,0,1,2,1,3,MUST,HIP_15371,1.01875001303093
39.02039,6.8868704,02 36 03.83,+06 53 00.1,7.235,HIP_12114_,HD_16160_,5.79,0.918,0.019,138.2084,0.1436,GaiaDR2,6.49,Sun-like,K3V,1989ApJS...71..245K,-0.37,6.12,-0.553,22,HIP_12114_,1,1,2,0,0,4,-4.958,Baliunas96,1.3,Glebocki05,0.75,K3V,HIP_12114_,1,HD_16160_,quiet,4829,6,2012A&A...547A.106M,,4.6,0.2,2012A&A...547A.106M,-0.16,0.05,2012A&A...547A.106M,0.756,0,1,2,1,4,MUST,HIP_12114,0.688759539990568
103.82778,25.375698,06 55 18.69,+25 22 32.3,17.47,HIP_33277_,HD_50692_,5.74,0.573,0.01,57.2425,0.1005,GaiaDR2,4.53,Sun-like,G0V,2003AJ....126.2048G,-0.065,4.46,0.111,_,HIP_33277_,1,1,0,0,0,2,-4.96,Radick18,2.9,Glebocki05,1.08,G0V,HIP_33277_,1,HD_50692_,quiet,5891,44,2005ApJS..159..141V,,4.36,0.06,2005ApJS..159..141V,-0.18,0.03,2005ApJS..159..141V,1.09,0,1,2,1,2,MUST,HIP_33277,1.19692689940465
55.81209,-9.763394,03 43 14.96,-09 45 54.7,9.041,HIP_17378_,HD_23249_,3.52,0.915,0.018,110.61,0.22,HIP2,3.74,Sun-like,K0+IV,1989ApJS...71..245K,-0.19,3.55,0.476,36,HIP_17378_,1,1,2,0,0,4,-5.184,Baliunas96,1,Glebocki05,0.87,K0+IV,HIP_17378_,0,HD_23249_,quiet,5144,33,2015A&A...574A..50J,,3.95,0.05,2015A&A...574A..50J,0,0.04,2015A&A...574A..50J,2.179,0,1,2,1,4,MUST,HIP_17378,3.07657585451231
336.23495,-57.797417,22 24 56.19,-57 47 47.8,20.454,HIP_110649_,HD_212330_,5.31,0.665,0.012,48.8901,0.1153,GaiaDR2,3.76,Sun-like,G2IV-V,2006AJ....132..161G,-0.085,3.67,0.428,_,HIP_110649_,1,1,0,0,0,2,-5.07,Henry96,1.8,Glebocki05,1.02,G2IV-V,HIP_110649_,1,HD_212330_,quiet,5739,44,2005ApJS..159..141V,,4.15,0.06,2005ApJS..159..141V,0.05,0.03,2005ApJS..159..141V,1.655,0,1,2,1,2,MUST,HIP_110649,1.94118813125497
34.74377,-25.945688,02 18 58.65,-25 56 48.4,12.834,HIP_10798_,HD_14412_,6.33,0.724,0.003,77.9153,0.0602,GaiaDR2,5.79,Sun-like,G8V,2006AJ....132..161G,-0.14,5.65,-0.363,75,HIP_10798_,1,1,1,0,0,3,-4.85,Wright04,2.7,Glebocki05,0.94,G8V,HIP_10798_,1,HD_14412_,slightly active,5476,66,2013ApJ...764...78R,,4.61,0.03,2013ApJ...764...78R,-0.45,0.05,2013ApJ...764...78R,0.731,0,1,2,1,3,MUST,HIP_10798,0.673081458767184
298.8283,6.4067636,19 55 18.77,+06 24 28.6,13.699,HIP_98036_,HD_188512_,3.71,0.855,0.007,73.0,0.2,HIP2,3.03,Sun-like,G8IV,1989ApJS...71..245K,-0.14,2.89,0.741,79,HIP_98036_,1,1,1,0,0,3,-5.173,Baliunas96,2.7,Glebocki05,0.94,G8IV,HIP_98036_,1,HD_188512_,quiet,5223,26,2015A&A...574A..50J,,3.86,0.04,2015A&A...574A..50J,-0.17,0.05,2015A&A...574A..50J,2.867,0,1,2,1,3,MUST,HIP_98036,3.78501519484192
150.25273,31.923672,10 01 01.02,+31 55 29.0,14.926,HIP_49081_,HD_86728_,5.37,0.676,0.004,66.9958,0.2141,GaiaDR2,4.5,Sun-like,G3Va_Hdel1,1989ApJS...71..245K,-0.095,4.41,0.134,97,HIP_49081_,1,1,1,0,0,3,-5.13,Radick18,1.8,Glebocki05,1.0,G3Va_Hdel1,HIP_49081_,1,HD_86728_,quiet,5753,41,2010MNRAS.403.1368G,,4.3,0.04,2010MNRAS.403.1368G,0.26,0.03,2010MNRAS.403.1368G,1.174,0,1,2,1,3,MUST,HIP_49081,1.37425595421848
12.095738,5.280615,00 48 22.53,+05 17 00.2,7.435,HIP_3765_,HD_4628_,5.74,0.89,0.008,134.499,0.089,GaiaDR2,6.38,Sun-like,K2V,2003AJ....126.2048G,-0.26,6.12,-0.553,23,HIP_3765_,1,1,2,0,0,4,-4.852,Baliunas96,1.8,Glebocki05,0.78,K2V,HIP_3765_,1,HD_4628_,slightly active,5015,58,2013ApJ...764...78R,,4.6,0.02,2013ApJ...764...78R,-0.31,0.05,2013ApJ...764...78R,0.7,0,1,2,1,4,MUST,HIP_3765,0.688759539990568
303.82245,-27.032976,20 15 16.58,-27 01 57.1,8.799,HIP_99825_,HD_192310_,5.73,0.878,0.018,113.6481,0.1186,GaiaDR2,6.01,Sun-like,K2+V,2006AJ....132..161G,-0.26,5.75,-0.403,33,HIP_99825_,1,1,2,0,0,4,-5.011,Isaacson10,0.6,Glebocki05,0.77,K2+V,HIP_99825_,1,HD_192310_,quiet,5104,43,2013ApJ...764...78R,,4.54,0.03,2013ApJ...764...78R,0.06,0.06,2013ApJ...764...78R,0.804,0,1,2,1,4,MUST,HIP_99825,0.790801760180697
49.8404,3.370198,03 19 21.54,+03 22 11.9,9.14,HIP_15457_,HD_20630_,4.84,0.681,0.006,109.41,0.27,HIP2,5.04,Sun-like,G5V,1989ApJS...71..245K,-0.105,4.93,-0.076,37,HIP_15457_,1,1,2,0,0,4,-4.42,Baliunas96,4.5,Glebocki05,0.98,G5V,HIP_15457_,0,HD_20630_,active,5749,26,2010MNRAS.403.1368G,,4.51,0.05,2010MNRAS.403.1368G,0.08,0.02,2010MNRAS.403.1368G,0.923,1,1,2,1,4,MUST,HIP_15457,0.847359352649497
75.20417,-5.7536755,05 00 48.68,-05 45 03.5,8.848,HIP_23311_,HD_32147_,6.22,1.049,0.011,113.0236,0.0324,GaiaDR2,6.49,Sun-like,K3+V,2003AJ....126.2048G,-0.37,6.12,-0.55,34,HIP_23311_,1,1,2,0,0,4,-4.948,Baliunas96,1.4,Glebocki05,0.75,K3+V,HIP_23311_,1,HD_32147_,quiet,4745,42,2013ApJ...764...78R,,4.57,0.02,2013ApJ...764...78R,0.19,0.08,2013ApJ...764...78R,0.785,0,1,2,1,4,MUST,HIP_23311,0.738019143766466
199.60132,-18.311195,13 18 24.97,-18 18 31.0,8.555,HIP_64924_,HD_115617_,4.74,0.709,0.007,116.89,0.22,HIP2,5.08,Sun-like,G6.5V,1989ApJS...71..245K,-0.12,4.96,-0.088,29,HIP_64924_,1,1,2,0,0,4,-5.001,Baliunas96,1.8,Glebocki05,0.97,G6.5V,HIP_64924_,1,HD_115617_,quiet,5537,16,2013A&A...555A.150T,,4.38,0.04,2013A&A...555A.150T,-0.03,0.01,2013A&A...555A.150T,0.982,0,1,2,1,4,MUST,HIP_64924,1.14305631494106
302.1817,-66.18207,20 08 41.86,-66 10 45.6,6.108,HIP_99240_,HD_190248_,3.55,0.751,0.021,163.71,0.17,HIP2,4.62,Sun-like,G8IV,2006AJ....132..161G,-0.14,4.48,0.104,20,HIP_99240_,1,1,2,1,0,5,-4.999,Henry96,2,Glebocki05,0.94,G8IV,HIP_99240_,1,HD_190248_,quiet,5566,36,2013A&A...555A.150T,,4.24,0.06,2013A&A...555A.150T,0.32,0.03,2013A&A...555A.150T,1.212,0,1,2,1,5,MUST,HIP_99240,1.5778569506996
124.59978,-12.632174,08 18 23.78,-12 37 47.2,12.564,HIP_40693_,HD_69830_,5.95,0.754,0.009,79.5945,0.0607,GaiaDR2,5.45,Sun-like,G8+V,2006AJ....132..161G,-0.14,5.31,-0.23,71,HIP_40693_,1,1,1,0,0,3,-4.987,Isaacson10,2.2,Glebocki05,0.93,G8+V,HIP_40693_,1,HD_69830_,quiet,5442,30,2013ApJ...764...78R,,4.53,0.02,2013ApJ...764...78R,-0.02,0.04,2013ApJ...764...78R,0.863,0,1,2,1,3,MUST,HIP_40693,0.809221899476192
327.06564,-47.303616,21 48 15.61,-47 18 10.4,15.561,HIP_107649_,HD_207129_,5.57,0.601,0.003,64.264,0.0685,GaiaDR2,4.61,Sun-like,G0V_Fe+0.4,2006AJ....132..161G,-0.065,4.54,0.078,105,HIP_107649_,1,1,1,0,0,3,-4.8,Henry96,1.8,Glebocki05,1.08,G0V_Fe+0.4,HIP_107649_,1,HD_207129_,slightly active,5946,11,2013A&A...555A.150T,,4.48,0.03,2013A&A...555A.150T,0.01,0.01,2013A&A...555A.150T,1.031,0,1,2,1,3,MUST,HIP_107649,0.907961904837576
175.26256,34.201637,11 41 03.03,+34 12 09.2,9.579,HIP_56997_,HD_101501_,5.31,0.723,0.014,104.3904,0.1287,GaiaDR2,5.4,Sun-like,G8V,1989ApJS...71..245K,-0.14,5.26,-0.209,43,HIP_56997_,1,1,2,0,0,4,-4.546,Baliunas96,2.3,Glebocki05,0.94,G8V,HIP_56997_,1,HD_101501_,active,5528,37,2013ApJ...764...78R,,4.53,0.02,2013ApJ...764...78R,-0.05,0.05,2013ApJ...764...78R,0.857,0,1,2,1,4,MUST,HIP_56997,0.809221899476192
176.62947,-40.500355,11 46 32.25,-40 30 04.8,9.292,HIP_57443_,HD_102365_,4.89,0.664,0.004,107.621,0.1636,GaiaDR2,5.05,Sun-like,G2V,2006AJ....132..161G,-0.085,4.96,-0.09,41,HIP_57443_,1,1,2,0,0,4,-4.931,Isaacson10,2.7,Glebocki05,1.02,G2V,HIP_57443_,1,HD_102365_,quiet,5655,56,2013ApJ...764...78R,,4.44,0.03,2013ApJ...764...78R,-0.29,0.04,2013ApJ...764...78R,0.939,0,1,2,1,4,MUST,HIP_57443,0.995560431583035
54.21826,0.4016616,03 36 52.52,+00 24 10.2,13.963,HIP_16852_,HD_22484_,4.29,0.575,0.008,71.62,0.54,HIP2,3.57,Sun-like,F9IV-V,1989ApJS...71..245K,-0.05,3.52,0.49,85,HIP_16852_,1,1,1,0,0,3,-5.12,Wright04,3.7,Glebocki05,1.14,F9IV-V,HIP_16852_,1,HD_22484_,quiet,5971,50,2013ApJ...764...78R,,4.06,0.02,2013ApJ...764...78R,-0.09,0.03,2013ApJ...764...78R,1.643,0,1,2,1,3,MUST,HIP_16852,2.38818313615464
138.58559,61.423317,09 14 20.55,+61 25 24.2,19.659,HIP_45333_,HD_79028_,5.18,0.605,0.003,50.8675,0.1742,GaiaDR2,3.71,Sun-like,G0IV-V,2003AJ....126.2048G,-0.065,3.65,0.437,142,HIP_45333_,1,1,1,0,0,3,-5.18,Hall07,4.8,Glebocki05,1.08,G0IV-V,HIP_45333_,1,HD_79028_,quiet,5973,72,2013ApJ...764...78R,,4.13,0.03,2013ApJ...764...78R,0.05,0.04,2013ApJ...764...78R,1.545,0,1,2,1,3,MUST,HIP_45333,2.03267350937466
316.73026,38.742054,21 06 52.19,+38 44 03.9,3.495,HIP_104217_,HD_201092_,6.05,1.309,0.012,286.1457,0.059,GaiaDR2,8.33,Sun-like,K7V,1989ApJS...71..245K,-0.95,7.38,-1.057,4,HIP_104217_,1,1,3,0,0,5,-4.891,Baliunas96,1.8,Glebocki05,0.63,K7V,HIP_104217_,1,HD_201092_,slightly active,4045,25,2014A&A...564A.133J,,4.53,0.04,2014A&A...564A.133J,-0.38,0.03,2014A&A...564A.133J,0.603,0,1,2,1,5,MUST,HIP_104217,0.809221899476192
236.61089,7.353073,15 46 26.75,+07 21 11.7,11.819,HIP_77257_,HD_141004_,4.42,0.604,0.008,84.6121,0.2559,GaiaDR2,4.06,Sun-like,G0-V,1989ApJS...71..245K,-0.065,3.99,0.299,64,HIP_77257_,1,1,1,0,0,3,-5.004,Baliunas96,3.3,Glebocki05,1.09,G0-V,HIP_77257_,1,HD_141004_,quiet,5900,45,2013ApJ...764...78R,,4.17,0.03,2013ApJ...764...78R,-0.01,0.04,2013ApJ...764...78R,1.351,0,1,2,1,3,MUST,HIP_77257,1.85382027342131
202.10754,13.778788,13 28 25.95,+13 46 48.7,17.91,HIP_65721_,HD_117176_,4.97,0.714,0.007,55.8347,0.173,GaiaDR2,3.7,Sun-like,G4V-IV,2002AJ....124.1670M,-0.1,3.6,0.454,127,HIP_65721_,1,1,1,0,0,3,-5.26,Radick18,3,Glebocki05,0.99,G4V-IV,HIP_65721_,1,HD_117176_,quiet,5559,19,2015A&A...574A..50J,,4.05,0.04,2015A&A...574A..50J,-0.06,0.02,2015A&A...574A..50J,1.819,0,1,2,1,3,MUST,HIP_65721,2.44381106751012
